"nom";"adresse";"departement";"codepostal";"nomcommune";"inseecommune";"lambert2x";"lambert2y";"substance"
"TIMAC AGRO";"""La Dolomie"" ""Grands Champs Sud"" ""Grands";"52";"52400";"VOISEY";"52544";857310;2327336;"DOLOMIE"
"MEULOT Dany Congy La noue";"LA NOUE";"51";"51270";"CONGY";"51163";708689;2430278;"QUARTZ"
"CHAPLAIN";"Lieu-dit ""Les Grandes Pièces""";"10";"10140";"PUITS ET NUISEMENT";"10310";761559;2359101;"CALCAIRE"
"DUPONT SAS - TRAVAUX PUBLIC";"10 rue de l'Eglise";"52";"52190";"VILLEGUSIEN LE LAC";"52529";824160;2304897;"CALCAIRE"
"GODET ET FILS";"LIEUDIT LE BOIS CHEVALIER EST ET OUEST";"08";"08140";"RUBECOURT ET LAMECOURT";"08371";793515;2525756;"CALCAIRE"
"PERROT - DONNEMARIE ";"""Le Pincourt"" -  ZI 7 et 8pp";"52";"52800";"NOGENT";"52353";824706;2341728;"CALCAIRE"
"OMYA Saint Germain la Ville";"La voie de vaches, Le Haut de la voie ";"51";"51240";"ST GERMAIN LA VILLE";"51482";758124;2436476;"CALCAIRE"
"VOIRIOT LANDAVILLE 2008";"";"88";"88300";"LANDAVILLE";"88259";852862;2369769;"CALCAIRE"
"CALIN PAUL Tramont Lassus";"Le Grand Paquis";"54";"54115";"TRAMONT LASSUS";"54530";869440;2384990;"CALCAIRE"
"COGESUD Viterne";"Jeu de quilles";"54";"54123";"VITERNE";"54586";871220;2404090;"CALCAIRE"
"VALERIAN - HILBESHEIM";"Rue de Réding";"57";"57400";"HILBESHEIM";"57324";950091;2428838;"CALCAIRE"
"ETIENNE FRERES (507)";"Chabalaison";"55";"55120";"AUBREVILLE";"55014";801844;2464499;"CALCAIRE"
"SOLVAY CARBONATE FRANCE (222 - 582)";"58 LD";"55";"55140";"ST GERMAIN SUR MEUSE";"55456";848240;2410990;"CALCAIRE"
"SOCIETE CARRIERES SAVONNIERES (566) ";"A Behonne";"55";"55170";"SAVONNIERES EN PERTHOIS";"55477";806670;2403280;"CALCAIRE"
"SRDE Hadol";"Le Frais Baril";"88";"88220";"HADOL";"88225";905330;2347350;"GRANITE"
"SCRDE Jainvillotte (ex SRDE)";"Cens-Ban";"88";"88300";"JAINVILLOTTE";"88249";850412;2367804;"CALCAIRE"
"PEDUZZI Landaville";"Sur la montagne";"88";"88300";"LANDAVILLE";"88259";852862;2369769;"CALCAIRE"
"GSM Bazoilles s/Meuse";"";"88";"88300";"BAZOILLES SUR MEUSE";"88044";847610;2373151;"CALCAIRE"
"BARASSI 54 (ex-SOLOR GRANULATS)";"";"54";"54450";"REPAIX";"54458";931239;2410693;"CALCAIRE"
"SOCIETE DES TRAVAUX DE LA VEZOUZE";"Haut Bois";"54";"54480";"TANCONVILLE";"54512";939600;2410713;"CALCAIRE"
"HOLCIM - Malancourt";"Les Rappailles";"57";"57360";"AMNEVILLE";"57019";871499;2476601;"CALCAIRE"
"THIRIET Bathelémont/Bures";"";"54";"54370";"BATHELEMONT LES BAUZEMONT";"54050";909649;2419249;"QUARTZ"
"ROCAMAT Juvigny en Perthois (578)";"""Belle Epine"" et ""Longue Queue""";"55";"55170";"JUVIGNY EN PERTHOIS";"55261";809072;2403531;"CALCAIRE"
"SCL (Germiny)";"Le Chauffour";"54";"54170";"GERMINY";"54223";870740;2401310;"CALCAIRE"
"VAGLIO - Roncourt";"Carrière de  Jaumont";"57";"57860";"RONCOURT";"57593";871456;2474365;"CALCAIRE"
"SRDE Harmonville";"Les clairs Chênes";"88";"88300";"HARMONVILLE";"88232";862209;2392602;"CALCAIRE"
"BONGARZONE Marey";"Les Plantes-Champs Tournants";"88";"88320";"MAREY";"88287";865940;2351000;"CALCAIRE"
"SCRDE Rouvres la Chétive (ex. SCE)";"La Lavière";"88";"88170";"ROUVRES LA CHETIVE";"88401";854110;2373330;"CALCAIRE"
"SAGRAM St Amé";"Les Béheux, la Fontaine des Loups";"88";"88120";"ST AME";"88409";921035;2344297;"GRANITE"
"GRANITERIE PETITJEAN (ex-SAGRAM)";"Lansau";"88";"88290";"SAULXURES SUR MOSELOTTE";"88447";932690;2340570;"GRANITE"
"BONHOMME JEAN";"Les Grands Champs";"54";"54370";"BURES";"54106";910600;2419310;"CALCAIRE"
"ROCAMAT Euville - (94-223-335-596)";"Les carrières";"55";"55200";"EUVILLE";"55184";843380;2424160;"CALCAIRE"
"EBTP (521)";"La Colbrue";"55";"55220";"IPPECOURT";"55251";808971;2453478;"CALCAIRE"
"NOVACARB (597)";"Le Revoi et Bois de Longor";"55";"55190";"PAGNY SUR MEUSE";"55398";850005;2414046;"CALCAIRE"
"LECLERC";"Carrière des Anges";"57";"57250";"MOYEUVRE GRANDE";"57491";870272;2476950;"CALCAIRE"
"SAGRAM Gérardmer";"La Brûlée";"88";"88400";"GERARDMER";"88196";933430;2351480;"GRANITE"
"COGESUD Bainville";"Bois Fossé, Terre Vaine";"54";"54550";"BAINVILLE SUR MADON";"54043";875606;2406523;"CALCAIRE"
"COGESUD Jaillon";"Les grandes haies/Pâtis de haine";"54";"54200";"JAILLON";"54272";868426;2424115;"CALCAIRE"
"CHARDOT TP (531-558-591)";"La Petite Fin";"55";"55190";"MENIL LA HORGNE";"55334";836260;2415140;"CALCAIRE"
"LES SABLIERES DE LA MEURTHE  (EUROVIA)";"Koepchen";"57";"57570";"BOUST";"57104";880210;2500523;"GRES"
"CALIN PAUL Attigneville";"Les Roches,Sous les Roches,Les Poltraits";"88";"88300";"ATTIGNEVILLE";"88015";858591;2382000;"CALCAIRE"
"GRANITERIE PETITJEAN";"La Roche des Chats";"88";"88250";"LA BRESSE";"88075";934980;2342140;"GRANITE"
"PEDUZZI Remiremont";"Champs devant Parmont";"88";"88200";"REMIREMONT";"88383";853254;2370726;"GRANITE"
"BONGARZONE Isches";"La Corvée du Seigneur";"88";"88320";"ISCHES";"88248";858160;2338240;"CALCAIRE"
"VICAT (Viterne)";"Sur la Reine";"54";"54123";"VITERNE";"54586";871400;2404590;"CALCAIRE"
"TISSERAND SAINT LOUP";"Le Fays des Boeufs";"88";"88220";"XERTIGNY";"88530";903430;2339720;"GRANITE"
"SRDE ( ex-GSM) Avrainville (Che Hasy)";"";"54";"54385";"AVRAINVILLE";"54034";865298;2425069;"CALCAIRE"
"SRDE Bernecourt";"Côte du Brau et Côte de Baux";"54";"54470";"BERNECOURT";"54063";857002;2433924;"CALCAIRE"
"CALIN Paul Gondrecourt (380-535-574)";"Sur le Devant de la Côte des Fées";"55";"55130";"GONDRECOURT LE CHATEAU";"55215";835345;2393984;"CALCAIRE"
"I.T.P.  DRAPIER (567)";"le hullin";"55";"55300";"VALBOIS";"55530";838961;2443325;"CALCAIRE"
"CARRIERES DE LANDRES";"Au-dessus du Bois";"54";"54970";"LANDRES";"54295";852547;2485325;"CALCAIRE"
"CYMARO (regroupement Chadeleuf)";"La Chaux et Boissac";"63";"63320";"CHADELEUF";"63073";666938;2063815;"BASALTES"
"CROUTE - Blandignac . Champ Maimou";"Blandignac  -  Champ Maimou";"15";"15200";"MAURIAC";"15120";596139;2025659;"BASALTES"
"MONNERON - les cotes chanzac";"les côtes de chanzac";"15";"15170";"STE ANASTASIE";"15171";648566;2020807;"BASALTES"
"MATHIAS ET FILS (JOB/Brousse)";"BROUSSE";"63";"63990";"JOB";"63179";708096;2068462;"GRANITE"
"CHEVALIER Vichel - St Gervazy";"Montcelet - La Chaux";"63";"63340";"VICHEL";"63456";669850;2046557;"BASALTES"
"CDP (St Pierre le Chastel)";"Carrière de ""Pissouladas""";"63";"63230";"ST PIERRE LE CHASTEL";"63385";638509;2086530;"BASALTES"
"CERF  (St Hilaire la Croix + Joserand)";"""Suchet Vachoux""";"63";"63440";"ST HILAIRE LA CROIX";"63358";656887;2114706;"GRANITE"
"CARRIERES DU MONTLUCONNAIS Huriel";"Lieu-dit ""Les Coutures""";"03";"03380";"HURIEL";"03128";611103;2151309;"DIORITES"
"BTP DU LIVRADOIS (Brousse)";"""Montboissier""";"63";"63490";"BROUSSE";"63056";689788;2065688;"BASALTES"
"COLAS RHONE ALPES AUVERGNE (Courpière) ";"""De Goulas"" ";"63";"63120";"COURPIERE";"63125";692762;2083691;"GRANITE"
"CHALEIX TP (St Genès la Tourette)";"Lieu-dit Moulin Vacher";"63";"63580";"ST GENES LA TOURETTE";"63348";687338;2059059;"GRANITE"
"COUDERT (Gelles)";"Monges - Les gardes";"63";"63740";"GELLES";"63163";635274;2081662;"BASALTES"
"COUDERT (St Sauves d'auvergne)";"MALROCHE";"63";"63950";"ST SAUVES D AUVERGNE";"63397";629647;2067155;"BASALTES"
"CARRIERES DU SANCY (carrière Chastreix)";"Côte Rousse Champ du Moulin";"63";"63680";"CHASTREIX";"63098";630395;2056783;"BASALTES"
"MAIRIE D'ARTONNE";"CHAMP DES CROIX";"63";"63460";"ARTONNE";"63012";661389;2111690;"GRANITE"
"MAIRIE de LA GOUTELLE";"Chirol";"63";"63230";"LA GOUTELLE";"63170";631912;2093617;"GRANITE"
"ANDESITE  (Volvic - Chevanedes)";"LES CHEVANEDES";"63";"63530";"VOLVIC";"63470";651467;2095772;"LAVES"
"ANDESITE  (Volvic - les creux)";"LES CREUX";"63";"63530";"VOLVIC";"63470";650558;2096894;"LAVES"
"BESANCON SNC (Chapdes-Beaufort)";"""RIVEAU CHABANNE""";"63";"63230";"CHAPDES BEAUFORT";"63085";639828;2098312;"GRANITE"
"VERGNE - le dat soubeyrol";"Le Dat Soubeyrol";"15";"15130";"CARLAT";"15028";617323;1986140;"PORPHYRE"
"CARRIERES VIALLET - andelaroche";"Les Rivières";"03";"03120";"ANDELAROCHE";"03004";707283;2141682;"PORPHYRE"
"CTPP  (Pardines - carrière)";"""LA CHAUX HAUTE""";"63";"63500";"PARDINES";"63268";665787;2063307;"BASALTES"
"MATHIEU SARL (POUZZOLANES ET BETONS DU C";"Le Puy de Vivanson";"63";"63210";"PERPEZAT";"63274";634364;2071356;"POUZZOLANE"
"RDC - La mtgne du lac";"""la Montagne du Lac""";"15";"15160";"VEZE";"15256";650016;2028377;"BASALTES"
"CERF Meillers";"Bruyère Chaumiau";"03";"03210";"MEILLERS";"03170";659065;2169443;"QUARTZITES"
"DAGOIS SAS";"Forêts de Messarges";"03";"03210";"MEILLERS";"03170";661249;2167180;"GRES"
"GOUZE SARL";"les cunes";"15";"15300";"ALBEPIERRE BREDONS";"15025";639822;2011036;"ANDESITES"
"MARQUET - carrière";"Les Cramades";"15";"15100";"ST FLOUR";"15187";659982;2005951;"BASALTES"
"RDC- Le mal pas";"LE MAL PAS";"15";"15220";"ST MAMET LA SALVETAT";"15196";598162;1987279;"GRANITE"
"CERF Verneix";"Les Sats";"03";"03190";"VERNEIX";"03305";624610;2155472;"GNEISS"
"CROUTE -  ALLY/carrière";"RAMPADIERE";"15";"15700";"ALLY";"15003";598010;2020893;"BASALTES"
"RMCL ""chabanne"" carrière";"CHABANNE";"15";"15200";"ARCHES";"15010";599298;2033090;"BASALTES"
"BERGHEAUD - chabannes - r. cournaires";"Chabannes et Les Roches Cournaires";"15";"15200";"ARCHES";"15010";599703;2033160;"BASALTES"
"VERGNE - les camps";"LES CAMPS";"15";"15150";"ARNAC";"15011";593155;2006882;"BASALTES"
"VERGNE - lachaux";"LACHAUX";"15";"15130";"CARLAT";"15028";617180;1986795;"BASALTES"
"CROUTE - Sagu";"SAGU";"15";"15200";"CHALVIGNAC";"15036";594166;2026621;"SCHISTES"
"BOS - puy de prodelles";"PUY DE PRODELLES";"15";"15350";"CHAMPAGNAC";"15037";606054;2038751;"BASALTES"
"RECG (St Diéry)";"Les Caves de Joannes";"63";"63320";"ST DIERY";"63335";651514;2061069;"BASALTES"
"TRAVAUX PUBLICS ARDOISIENS Sté (Rentièr.";"Grand Champ";"63";"63420";"RENTIERES";"63299";663532;2047656;"BASALTES"
"BTP DU LIVRADOIS (Dore l'Eglise)";"Teillerol";"63";"63220";"DORE L EGLISE";"63139";709591;2040752;"GRANITE"
"VERGNE - le bruel - la carrière";"LE BRUEL-LA CARRIERE";"15";"15150";"ST SANTIN CANTALES";"15211";594577;2003196;"BASALTES"
"PERSIANI - Sauvat";"""Les Racles Est"" -"" Le Puy Labbé"" ";"15";"15240";"SAUVAT";"15223";608979;2035175;"BASALTES"
"LA PIERRE DU CANTAL Tannavelle";"ESTOMINES";"15";"15100";"TANAVELLE";"15232";651311;2003979;"BASALTES"
"PERSIANI - Vebret";"Les Cotes - Suc de la Croux - ";"15";"15240";"VEBRET";"15250";612784;2041613;"GNEISS"
"BOYER ANDRE";"LOU GRIFFOU";"15";"15100";"VILLEDIEU";"15262";656334;1999864;"BASALTES"
"ARTISANAT DE LA PIERRE couderc pau";"COUDERC PAU";"15";"15100";"VILLEDIEU";"15262";655079;2001602;"BASALTES"
"CRUEIZE JEAN";"LES ROCHES EST";"15";"15100";"VILLEDIEU";"15262";655004;2001885;"BASALTES"
"PASCAL ET FILS SAS";"COUDERC PAU";"15";"15100";"VILLEDIEU";"15262";655222;2001394;"BASALTES"
"MAIRIE de BOUDES (déclaratif)";"Les Mottes";"63";"63340";"BOUDES";"63046";665314;2049933;"GNEISS"
"CHANTELAUZE SARL";"Ringue";"43";"43270";"ALLEGRE";"43003";706831;2021509;"BASALTES"
"PERRACHON Ringue ALLEGRE";"RINGUE";"43";"43270";"ALLEGRE";"43003";707170;2021680;"BASALTES"
"CUBIZOLLES Alleyras";"LA BRAUD";"43";"43580";"ALLEYRAS";"43005";706015;1992992;"BASALTES"
"FAURIE   Araules";"LA CHAUD";"43";"43200";"ARAULES";"43007";745197;2005441;"BASALTES"
"CHAMBON SA (AZERAT)";"Le Cros";"43";"43390";"AZERAT";"43017";683974;2036917;"GRANITE"
"EYRAUD à FREYCENET";"LONGETREE";"43";"43150";"FREYCENET LA CUCHE";"43097";738566;1989648;"BASALTES"
"CARRIERES DE BLANCHON (carrière)";"Blanchon et Lac Lant";"43";"43450";"GRENIER MONTGON";"43103";667614;2032720;"BASALTES"
"PASTRE Daniel et Fils Vissac";"LE BRIANCON";"43";"43300";"VISSAC AUTEYRAC";"43013";698029;2011923;"POUZZOLANE"
"Commune VISSAC AUTEYRAC";"BRIANCON";"43";"43300";"VISSAC";"43266";698092;2011989;"POUZZOLANE"
"FOURNIER La sauvetat";"La Sauvetat";"43";"43340";"LANDOS";"43111";719230;1984378;"POUZZOLANE"
"GARNIER PIERRE ET Fils ";"LA GARDE";"43";"43320";"LOUDES";"43124";712713;2013361;"POUZZOLANE"
"PORTAL YVES SARL";"LE RAZAS-GRAND";"43";"43300";"MAZEYRAT D ALLIER";"43132";694797;2013968;"POUZZOLANE"
"SMTV Monlet";"LA GAZELLE";"43";"43270";"MONLET";"43138";707142;2027214;"BASALTES"
"FAURIE Montregard";"MONTELIS";"43";"43290";"MONTREGARD";"43142";758001;2017495;"GRANITE"
"SAMIN  usine et carrière";"CORNUT DU DIABLE";"43";"43810";"ROCHE EN REGNIER";"43164";726754;2025562;"PHONOLITES"
"SAMIN  AP extraction carrière 3";"LE CORNUT";"43";"43810";"ROCHE EN REGNIER";"43164";727090;2025771;"PHONOLITES"
"SMTV St Arcons d'Allier Merdanson";"MERDANSON-COMBRAI";"43";"43300";"ST ARCONS D ALLIER";"43167";696804;2007865;"BASALTES"
"SAGNARD R et Fils St Didier d'A";"LE CHIER";"43";"43580";"ST DIDIER D ALLIER";"43176";708402;1999318;"POUZZOLANE"
"BETON 43";"LOUR CLAYES BOURNAC";"43";"43550";"ST FRONT";"43186";739050;1999083;"BASALTES"
"MALLET SA - PYROLAVE (Les Littes)";"""Les Littes""";"63";"63530";"VOLVIC";"63470";650537;2096734;"TRACHYTES"
"PERRACHON Mons St Georges L";"SUC DE MONS";"43";"43500";"ST GEORGES LAGRICOL";"43189";722161;2032542;"BASALTES"
"COUDERT (Aurières - carrière)";"PUY DE LA TOUPE";"63";"63210";"AURIERES";"63020";647144;2075743;"POUZZOLANE"
"DURON (Blot l'Eglise)";"""Les Boudines""";"63";"63440";"BLOT L EGLISE";"63043";645034;2115793;"PORPHYRE"
"CDP (Briffons - carrière Muratel)";"""Sous les Roches""";"63";"63820";"BRIFFONS";"63053";623016;2078904;"BASALTES"
"QUARTZ ET MINERAUX";"La Pierre Blanche";"63";"63590";"LA CHAPELLE AGNON";"63086";700636;2068927;"QUARTZ"
"SMTV";"""LACHAUD"" ";"63";"63119";"CHATEAUGAY";"63099";657280;2094045;"BASALTES"
"SEMONSAT FILS Ebreuil";"Les Champs des Flandres";"03";"03450";"EBREUIL";"03107";660050;2120458;"GRANITE"
"GRANULATS VICAT Besson";"Lieu-dit ""Bois des Landes""";"03";"03210";"BESSON";"03026";667794;2162245;"GRANITE"
"ANDESITE (Chatelaunoux)";"LES CHATELAUNOUX";"63";"63230";"MAZAYE";"63219";642799;2089691;"LAVES"
"ANDESITE  (Les Amontèes)";"""LES AMONTEES""";"63";"63230";"MAZAYE";"63219";643249;2089339;"LAVES"
"RODRIGUEZ FRERES (Mazoires)";"""Les Angles""";"63";"63420";"MAZOIRES";"63220";655564;2042674;"POUZZOLANE"
"CARRIERES MOULINAT";"Peuroir Ouest";"03";"03410";"DOMERAT";"03101";613606;2149051;"GRANITE"
"POUZZOLANES DES DOMES";"Puy de Tenusset";"63";"63230";"ST OURS";"63381";648366;2095332;"POUZZOLANE"
"CERF  (Montaigut)";"BROSSE";"63";"63700";"MONTAIGUT";"63233";635234;2130454;"GRANITE"
"GRANULATS BOURGOGNE AUVERGNE Noyant";"Grand Courdin-Les Beauvais";"03";"03210";"NOYANT D ALLIER";"03202";662667;2166836;"GRANITE"
"ANDESITE (Mont-Dore)";"""Les Moulins""";"63";"63240";"MONT DORE";"63236";635684;2063449;"LAVES"
"VERGNE  plateau - pistoulet - sinergue";"Plateau - Pistoulet - Sinergue";"15";"15130";"CARLAT";"15028";619434;1987949;"BASALTES"
"CARRIERES VIALLET - St prix";" Les Carrières  (ex ""La Pierre laguée"")";"03";"03120";"ST PRIX";"03257";701867;2137618;"GRANITE"
"SEMONSAT Saint-Antoine";"Saint-Antoine";"03";"03800";"GANNAT";"03118";664605;2123107;"GNEISS"
"CARRIERES DES GOULOTS";"Suc de la Louve";"63";"63530";"VOLVIC";"63470";650683;2096451;"ANDESITES"
"CHALEIX TP (St Etienne sur Usson)";"SUQUET DE L'AIGLE";"63";"63580";"ST ETIENNE SUR USSON";"63340";683444;2057367;"BASALTES"
"MICHEL TERRASSEMENT (St Genès Champa-)";"""Manson""";"63";"63122";"ST GENES CHAMPANELLE";"63345";652242;2083133;"GRANITE"
"POUZZOLANES LEGERES (St Jean-carrière)";"Busseol";"63";"63520";"ST JEAN DES OLLIERES";"63365";684706;2071168;"BASALTES"
"CARRIERES DE ST JULIEN DE COPPEL";" lieu-dit ""Bois de Glaine""";"63";"63160";"ST JULIEN DE COPPEL";"63368";674944;2075029;"BASALTES"
"CARRIERES VIALLET - St-Pierre Laval";"Le Bois Trayon";"03";"42620";"ST PIERRE LAVAL";"03250";708303;2136092;"GRANITE"
"CERF Chavenon";"Les Mas";"03";"03440";"CHAVENON";"03070";647559;2158177;"GRANITE"
"SEMONSAT FILS Ferme de Rouzat";"Ferme de Rouzat";"03";"03800";"GANNAT";"03118";664499;2121596;"GRANITE"
"CCV Le Monastier";"Lachamp et les Fourches";"43";"43150";"LE MONASTIER SUR GAZEILLE";"43135";728141;1996944;"BASALTES"
"EYRAUD Presailles";"Breysse";"43";"43150";"PRESAILLES";"43156";733198;1990345;"POUZZOLANE"
"CERF Bransat";"Lieu-dit ""Contrée des Roches""";"03";"03500";"BRANSAT";"03038";668400;2147274;"PORPHYRE"
"CERF Buxières les Mines";"Les Rocs";"03";"03440";"BUXIERES LES MINES";"03046";649393;2162582;"GNEISS"
"CENTRE VOIRIE Cérilly";"""Bruyères de Chenus"" (ex Grand Pernier)";"03";"03350";"CERILLY";"03048";634749;2176261;"GRANITE"
"LAUVERGNE COLLINET Chamblet";"Les Sablons";"03";"03170";"CHAMBLET";"03052";628568;2147618;"GNEISS"
"ALZIN Chamblet";"Lieu-dit ""Les Bierges""";"03";"03170";"CHAMBLET";"03052";631676;2147897;"GRANITE"
"PORTAL";"Grand Gar";"63";"63220";"CHAUMONT LE BOURG";"63105";712013;2053285;"GRANITE"
"CARRIERES VIALLET Châtelperron";"Lieux-dits ""Maison Neuve-Pièces de baill";"03";"03220";"CHATELPERRON";"03067";701530;2153835;"CORNEENNES"
"VICAT carrière de Créchy";"Billy Créchy Langy Sanssat";"03";"03150";"CRECHY";"03091";684945;2139616;"MARNES"
"GRANULATS BOURGOGNE AUVERGNE Cressanges";"La Garde";"03";"03240";"CRESSANGES";"03092";662272;2161011;"GRANITE"
"GRANULATS BOURGOGNE AUVERGNE";"Jolan Malavaux";"03";"03300";"CUSSET";"03095";688966;2126415;"RHYOLITES"
"GRANULATS BOURGOGNE AUVERGNE";"Carrière des Malavaux";"03";"03300";"CUSSET";"03095";688382;2126776;"RHYOLITES"
"MILLEREAU";"La Chataignerie";"03";"03300";"CUSSET";"03095";690328;2130446;"GRANITE"
"GRANULATS BOURGOGNE AUVERGNE";"Contrée de Razeure";"03";"03300";"CUSSET";"03095";690439;2127950;"GRANITE"
"MAIRIE DE DOMERAT";"La Corderie";"03";"03410";"DOMERAT";"03101";613854;2149524;"GRANITE"
"GITENAY DANIEL";"Les Vergers";"03";"03250";"FERRIERES SUR SICHON";"03113";701845;2117008;"GRANITE"
"CERF Gannat";"St Antoine";"03";"03800";"GANNAT";"03118";664747;2122919;"CORNEENNES"
"COLAS";"RIBASSOU";"15";"15320";"FAVEROLLES";"15068";662918;1992896;"BASALTES"
"ARTISANAT DE LA PIERRE pierre levée";"Pierre Levée";"15";"15100";"VILLEDIEU";"15262";673546;2005675;"BASALTES"
"LAUVERGNE COLLINET Saint-Angel";"Les Côtes";"03";"03170";"ST ANGEL";"03217";628048;2150150;"GRANITE"
"CARRIERES VIALLET - St-Prix - Courte";"Courte";"03";"03120";"ST PRIX";"03257";702138;2137847;"GRANITE"
"GRANULATS VICAT Souvigny";"La Fauchère";"03";"03210";"SOUVIGNY";"03275";666418;2168976;"GRANITE"
"COUDERT (Le Vernet Ste Marguerite)";"Buges Rouges";"63";"63710";"LE VERNET STE MARGUERITE";"63449";646437;2067977;"BASALTES"
"FOURNIER Antoine Carrière";"CUBERTECHE PONT ROUGE";"43";"43210";"BAS EN BASSET";"43020";738367;2037993;"GRANITE"
"PRAT  CARRIERES SAS";"LA DEVEZE";"15";"15260";"LAVASTRIE";"15099";655175;1993877;"BASALTES"
"CYMARO - bussac";"BUSSAC";"15";"15500";"MASSIAC";"15119";666256;2029186;"BASALTES"
"DUMAS ""puy d'augoules""";"PUY D'AUGOULES";"15";"15400";"MENET";"15124";620844;2034564;"TRACHYTES"
"DUMAS ""les condamines""";"LES CONDAMINES";"15";"15400";"MENET";"15124";616250;2032448;"TRACHYTES"
"MONNERON - laval/carrière";"ROCHER DE LAVAL";"15";"15170";"NEUSSARGUES MOISSAC";"15141";650746;2015981;"BASALTES"
"FARGES MATERIAUX et CARRIERES SARL";"LES ESPARLIERS";"15";"15700";"PLEAUX";"15153";588714;2011984;"BASALTES"
"SEAM";"La Coustie";"15";"15400";"RIOM ES MONTAGNES";"15162";622825;2034759;"BASALTES"
"VERGNE - la breisse";"LA BREISSE";"15";"15140";"ST CHAMANT";"15176";606114;2010117;"BASALTES"
"VERGNE - curebourse";"CUREBOURSE";"15";"15800";"ST CLEMENT";"15180";624257;1995750;"BASALTES"
"VERGNE - la montagne  . le camp";"LA MONTAGNE  LE CAMP";"15";"15150";"ST ETIENNE CANTALES";"15182";592226;1994216;"GRANITE"
"SOGRAP";"Las Ronchettes";"43";"43200";"ST JULIEN DU PINET";"43203";733412;2016054;"BASALTES,GRANITE"
"SCHL ST JUST MALMONT";"BOIS D ETAT";"43";"43240";"ST JUST MALMONT";"43205";755331;2040962;"GRANITE"
"ROBERT SAS   St  Laurent Ch";"PECHEY ET ROUSSETS";"43";"43100";"ST LAURENT CHABREUGES";"43207";680227;2031297;"GRANITE"
"CHEVALIER SAS (ex CARP)";"Le Coudert de Fraisse";"43";"43380";"BLASSAC";"43031";684071;2020217;"BASALTES"
"LHOSTE ex MICHEL";"LES CARRIERES";"43";"43700";"BLAVOZY";"43032";730039;2007831;"GRES"
"BADIOU CHRISTIAN SARL";"Les Carrières";"43";"43700";"BLAVOZY";"43032";729877;2007999;"GRES"
"LHOSTE MARC";"LES CARRIERES";"43";"43700";"BLAVOZY";"43032";729991;2008106;"GRES"
"SCHL LE BRIGNON";"BIZAC";"43";"43370";"LE BRIGNON";"43039";719120;1994603;"POUZZOLANE"
"FOURNIER Le Brignon";"MICEZELLE";"43";"43370";"LE BRIGNON";"43039";719872;1995056;"POUZZOLANE"
"SCHL CAYRES";"LE RACHAS - PREYSSAC";"43";"43510";"CAYRES";"43042";716328;1989028;"POUZZOLANE"
"SAGNARD R et fils Chaspinhac";"LES ROCHES";"43";"43700";"CHASPINHAC";"43061";727335;2010894;"GRANITE"
"RMCL  Vebret";"champassis-sud";"15";"15240";"VEBRET";"15250";614870;2038696;"GNEISS"
"POUZZOLANES LEGERES (Combronde-carrière)";"CHAVANON";"63";"63460";"COMBRONDE";"63116";656791;2110493;"PORPHYRE"
"CHAMBON SA (SAINTE MARGUERITE)";"Cartalade Basse";"43";"43230";"STE MARGUERITE";"43208";698444;2023553;"BASALTES"
"SOCADRAV  ST PAULIEN";"LE CHABRON";"43";"43350";"ST PAULIEN";"43216";715928;2014129;"BASALTES"
"PERRACHON Montpeyroux St Pierre du Champ";"MONTPEYROUX";"43";"43810";"ST PIERRE DU CHAMP";"43217";721026;2030761;"BASALTES"
"CHAMBON SA (ST PIERRE EYNAC)";"Peylenc";"43";"43260";"ST PIERRE EYNAC";"43218";732292;2005187;"BASALTES"
"MASSON -carriere d'AUTEYRAC";"LA PEYREYRE";"43";"43260";"ST PIERRE EYNAC";"43218";734712;2004343;"GRES"
"CUBIZOLLES St Privat ";"LAVAY";"43";"43580";"ST PRIVAT D ALLIER";"43221";704616;1997529;"BASALTES"
"SMTV Solignac";"ROCHER DE GRANET";"43";"43370";"SOLIGNAC SUR LOIRE";"43241";723722;1997693;"BASALTES"
"MOULIN Carrière";"TEYSSONEYRE- LA GARDE - LA COTE DE LA ";"43";"43600";"LES VILLETTES";"43265";743211;2029935;"GRANITE"
"CARRIERES DU PUY DE MUR (Dallet)";"Puy de Mur";"63";"63111";"DALLET";"63133";671577;2085647;"CALCITE"
"CTPP Egliseneuve d'Entraigues";"""LES AVEIX""";"63";"63850";"EGLISENEUVE D ENTRAIGUES";"63144";635376;2044344;"BASALTES"
"DUGOUR et Fils";"Puy de Ténuzet";"63";"63230";"ST OURS";"63381";648525;2095370;"POUZZOLANE"
"MAIRIE de ST PARDOUX";"lieu-dit ""Cote Roudier""";"63";"63440";"ST PARDOUX";"63382";653071;2117957;"GRANITE"
"MILLEREAU (Sermentizon)";"""Fontsauvage""";"63";"63120";"SERMENTIZON";"63418";691622;2085391;"GRANITE"
"CERF  (Vensat carrière)";"""Les Varennes""";"63";"63260";"VENSAT";"63446";663236;2117202;"RHYOLITES"
"MALLET SA  Volvic ""Suc de la Louve""  ";"Suc de la Louve";"63";"63530";"VOLVIC";"63470";650609;2096397;"LAVES"
"MALLET SA  ""Les Graniers"" ";"LES GRANIERS";"63";"63530";"VOLVIC";"63470";651511;2095642;"LAVES"
"COVED carrière Maillet";"Lieu-dit ""Villenue""";"03";"03190";"MAILLET";"03158";623339;2164109;"GRANITE"
"ETECC";"le chassang";"15";"15500";"ST PONCY";"15207";668169;2014951;"GRANITE"
